Time(us)	TipPos(nm)	CosRef(nm)	Force(nN)	SamplePos(nm)
904.6076667418	-4.5988707845	-8.6077774583	50.2181163498	-4.5988707845
904.6095000751	-4.5807481670	-8.5897242543	49.2005447413	-4.5807481670
904.6113334084	-4.5622163834	-8.5712607304	48.1776084194	-4.5622163834
904.6131667418	-4.5432762759	-8.5523877686	47.1493461877	-4.5432762759
904.6150000751	-4.5239287036	-8.5331062704	46.1157975205	-4.5239287036
904.6168334084	-4.5041745437	-8.5134171568	45.0770026832	-4.5041745437
904.6186667418	-4.4840146922	-8.4933213684	44.0330028431	-4.4840146922
904.6205000751	-4.4634500650	-8.4728198651	42.9838401697	-4.4634500650
904.6223334084	-4.4424815988	-8.4519136263	41.9295579231	-4.4424815988
904.6241667418	-4.4211102517	-8.4306036506	40.8702005283	-4.4211102517
904.6260000751	-4.3993370042	-8.4088909559	39.8058136353	-4.3993370042
904.6278334084	-4.3771628598	-8.3867765796	38.7364441635	-4.3771628598
904.6296667418	-4.3545888455	-8.3642615778	37.6621403305	-4.3545888455
904.6315000751	-4.3316160129	-8.3413470261	36.5829516638	-4.3316160129
904.6333334084	-4.3082454379	-8.3180340192	35.4989289960	-4.3082454379
904.6351667418	-4.2844782216	-8.2943236707	34.4101244443	-4.2844782216
904.6370000751	-4.2603154904	-8.2702171132	33.3165913725	-4.2603154904
904.6388334084	-4.2357583958	-8.2457154981	32.2183843385	-4.2357583958
904.6406667418	-4.2108081151	-8.2208199960	31.1155590265	-4.2108081151
904.6425000751	-4.1854658505	-8.1955317961	30.0081721654	-4.1854658505
904.6443334084	-4.1597328296	-8.1698521063	28.8962814351	-4.1597328296
904.6461667418	-4.1336103044	-8.1437821533	27.7799453614	-4.1336103044
904.6480000751	-4.1070995515	-8.1173231825	26.6592232016	-4.1070995515
904.6498334084	-4.0802018710	-8.0904764577	25.5341748218	-4.0802018710
904.6516667418	-4.0529185863	-8.0632432615	24.4048605692	-4.0529185863
904.6535000751	-4.0252510430	-8.0356248946	23.2713411397	-4.0252510430
904.6553334084	-3.9972006085	-8.0076226764	22.1336774433	-3.9972006085
904.6571667418	-3.9687686707	-7.9792379445	20.9919304705	-3.9687686707
904.6590000751	-3.9399566374	-7.9504720549	19.8461611598	-3.9399566374
904.6608334084	-3.9107659355	-7.9213263815	18.6964302692	-3.9107659355
904.6626667418	-3.8811980096	-7.8918023168	17.5427982545	-3.8811980096
904.6645000751	-3.8512543210	-7.8619012709	16.3853251543	-3.8512543210
904.6663334084	-3.8209363475	-7.8316246723	15.2240704851	-3.8209363475
904.6681667418	-3.7902455813	-7.8009739672	14.0590931473	-3.7902455813
904.6700000751	-3.7591835290	-7.7699506197	12.8904513438	-3.7591835290
904.6718334084	-3.7277517104	-7.7385561118	11.7182025120	-3.7277517104
904.6736667418	-3.6959516576	-7.7067919432	10.5424032707	-3.6959516576
904.6755000751	-3.6637849140	-7.6746596313	9.3631093826	-3.6637849140
904.6773334084	-3.6312530346	-7.6421607108	8.1803757327	-3.6312530346
904.6791667418	-3.5983575841	-7.6092967343	6.9942563233	-3.5983575841
904.6810000751	-3.5651001375	-7.5760692716	5.8048042853	-3.5651001375
904.6828334084	-3.5314822791	-7.5424799100	4.6120719063	-3.5314822791
904.6846667418	-3.4975056027	-7.5085302539	3.4161106738	-3.4975056027
904.6865000751	-3.4631717110	-7.4742219251	2.2169713349	-3.4631717110
904.6883334084	-3.4284822159	-7.4395565626	1.0147039692	-3.4284822159
904.6901667418	-3.3934387383	-7.4045358221	0.0000000000	-3.3945254151
904.6920000751	-3.3580428940	-7.3691613766	0.0000000000	-3.3663446105
904.6938334084	-3.3222962710	-7.3334349159	0.0000000000	-3.3383977585
904.6956667418	-3.2862004623	-7.2973581465	0.0000000000	-3.3106829168
904.6975000751	-3.2497570720	-7.2609327919	0.0000000000	-3.2831981592
904.6993334084	-3.2129677162	-7.2241605920	0.0000000000	-3.2559415757
904.7011667418	-3.1758340243	-7.1870433034	0.0000000000	-3.2289112719
904.7030000751	-3.1383576397	-7.1495826991	0.0000000000	-3.2021053694
904.7048334084	-3.1005402213	-7.1117805685	0.0000000000	-3.1755220052
904.7066667418	-3.0623834443	-7.0736387175	0.0000000000	-3.1491593318
904.7085000751	-3.0238890013	-7.0351589680	0.0000000000	-3.1230155170
904.7103334084	-2.9850586037	-6.9963431581	0.0000000000	-3.0970887441
904.7121667418	-2.9458939826	-6.9571931420	0.0000000000	-3.0713772110
904.7140000751	-2.9063968899	-6.9177107899	0.0000000000	-3.0458791309
904.7158334084	-2.8665690991	-6.8778979878	0.0000000000	-3.0205927318
904.7176667418	-2.8264124066	-6.8377566375	0.0000000000	-2.9955162564
904.7195000751	-2.7859286322	-6.7972886565	0.0000000000	-2.9706479617
904.7213334084	-2.7451196203	-6.7564959778	0.0000000000	-2.9459861197
904.7231667418	-2.7039872397	-6.7153805501	0.0000000000	-2.9215290164
904.7250000751	-2.6625333849	-6.6739443375	0.0000000000	-2.8972749519
904.7268334084	-2.6207599763	-6.6321893193	0.0000000000	-2.8732222408
904.7286667418	-2.5786689601	-6.5901174900	0.0000000000	-2.8493692115
904.7305000751	-2.5362623088	-6.5477308595	0.0000000000	-2.8257142062
904.7323334084	-2.4935420210	-6.5050314523	0.0000000000	-2.8022555809
904.7341667418	-2.4505101213	-6.4620213084	0.0000000000	-2.7789917054
904.7360000751	-2.4071686600	-6.4187024820	0.0000000000	-2.7559209628
904.7378334084	-2.3635197124	-6.3750770427	0.0000000000	-2.7330417498
904.7396667418	-2.3195653789	-6.3311470742	0.0000000000	-2.7103524764
904.7415000751	-2.2753077833	-6.2869146751	0.0000000000	-2.6878515657
904.7433334084	-2.2307490732	-6.2423819583	0.0000000000	-2.6655374539
904.7451667418	-2.1858914181	-6.1975510510	0.0000000000	-2.6434085903
904.7470000751	-2.1407370088	-6.1524240948	0.0000000000	-2.6214634369
904.7488334084	-2.0952880565	-6.1070032454	0.0000000000	-2.5997004687
904.7506667418	-2.0495467915	-6.0612906723	0.0000000000	-2.5781181732
904.7525000751	-2.0035154620	-6.0152885593	0.0000000000	-2.5567150504
904.7543334084	-1.9571963330	-5.9689991039	0.0000000000	-2.5354896129
904.7561667418	-1.9105916850	-5.9224245171	0.0000000000	-2.5144403855
904.7580000751	-1.8637038129	-5.8755670238	0.0000000000	-2.4935659055
904.7598334084	-1.8165350249	-5.8284288624	0.0000000000	-2.4728647221
904.7616667418	-1.7690876408	-5.7810122846	0.0000000000	-2.4523353965
904.7635000751	-1.7213639919	-5.7333195553	0.0000000000	-2.4319765021
904.7653334084	-1.6733664190	-5.6853529528	0.0000000000	-2.4117866240
904.7671667418	-1.6250972720	-5.6371147684	0.0000000000	-2.3917643590
904.7690000751	-1.5765589088	-5.5886073064	0.0000000000	-2.3719083156
904.7708334084	-1.5277536948	-5.5398328840	0.0000000000	-2.3522171139
904.7726667418	-1.4786840018	-5.4907938309	0.0000000000	-2.3326893854
904.7745000751	-1.4293522081	-5.4414924898	0.0000000000	-2.3133237730
904.7763334084	-1.3797606975	-5.3919312157	0.0000000000	-2.2941189308
904.7781667418	-1.3299118594	-5.3421123761	0.0000000000	-2.2750735241
904.7800000751	-1.2798080884	-5.2920383507	0.0000000000	-2.2561862292
904.7818334084	-1.2294517846	-5.2417115316	0.0000000000	-2.2374557337
904.7836667418	-1.1788453534	-5.1911343227	0.0000000000	-2.2188807358
904.7855000751	-1.1279912058	-5.1403091402	0.0000000000	-2.2004599444
904.7873334084	-1.0768917591	-5.0892384118	0.0000000000	-2.1821920796
904.7891667418	-1.0255494367	-5.0379245771	0.0000000000	-2.1640758716
904.7910000751	-0.9739666694	-4.9863700873	0.0000000000	-2.1461100615
904.7928334084	-0.9221458954	-4.9345774051	0.0000000000	-2.1282934006
904.7946667418	-0.8700895616	-4.8825490046	0.0000000000	-2.1106246508
904.7965000751	-0.8178001237	-4.8302873711	0.0000000000	-2.0931025841
904.7983334084	-0.7652800480	-4.7777950011	0.0000000000	-2.0757259828
904.8001667418	-0.7125318113	-4.7250744020	0.0000000000	-2.0584936392
904.8020000751	-0.6595579024	-4.6721280924	0.0000000000	-2.0414043558
904.8038334084	-0.6063608228	-4.6189586012	0.0000000000	-2.0244569449
904.8056667418	-0.5529430875	-4.5655684684	0.0000000000	-2.0076502286
904.8075000751	-0.4993072262	-4.5119602444	0.0000000000	-1.9909830391
904.8093334084	-0.4454557835	-4.4581364899	0.0000000000	-1.9744542178
904.8111667418	-0.3913913203	-4.4040997761	0.0000000000	-1.9580626162
904.8130000751	-0.3371164139	-4.3498526841	0.0000000000	-1.9418070950
904.8148334084	-0.2826336590	-4.2953978054	0.0000000000	-1.9256865245
904.8166667418	-0.2279456681	-4.2407377411	0.0000000000	-1.9096997844
904.8185000751	-0.1730550714	-4.1858751023	0.0000000000	-1.8938457637
904.8203334084	-0.1179645178	-4.1308125098	0.0000000000	-1.8781233605
904.8221667418	-0.0626766746	-4.0755525936	0.0000000000	-1.8625314821
904.8240000751	-0.0071942274	-4.0200979937	0.0000000000	-1.8470690451
904.8258334084	0.0484801198	-3.9644513590	0.0000000000	-1.8317349747
904.8276667418	0.1043436450	-3.9086153475	0.0000000000	-1.8165282052
904.8295000751	0.1603936085	-3.8525926266	0.0000000000	-1.8014476800
904.8313334084	0.2166272535	-3.7963858724	0.0000000000	-1.7864923508
904.8331667418	0.2730418070	-3.7399977698	0.0000000000	-1.7716611784
904.8350000751	0.3296344801	-3.6834310124	0.0000000000	-1.7569531320
904.8368334085	0.3864024692	-3.6266883023	0.0000000000	-1.7423671894
904.8386667418	0.4433429571	-3.5697723500	0.0000000000	-1.7279023370
904.8405000751	0.5004531140	-3.5126858743	0.0000000000	-1.7135575694
904.8423334085	0.5577300983	-3.4554316022	0.0000000000	-1.6993318899
904.8441667418	0.6151710583	-3.3980122687	0.0000000000	-1.6852243096
904.8460000751	0.6727731336	-3.3404306166	0.0000000000	-1.6712338482
904.8478334085	0.7305334556	-3.2826893964	0.0000000000	-1.6573595333
904.8496667418	0.7884491499	-3.2247913665	0.0000000000	-1.6436004008
904.8515000751	0.8465173365	-3.1667392924	0.0000000000	-1.6299554944
904.8533334085	0.9047351322	-3.1085359474	0.0000000000	-1.6164238658
904.8551667418	0.9630996510	-3.0501841117	0.0000000000	-1.6030045746
904.8570000751	1.0216080059	-2.9916865726	0.0000000000	-1.5896966882
904.8588334085	1.0802573098	-2.9330461246	0.0000000000	-1.5764992817
904.8606667418	1.1390446764	-2.8742655688	0.0000000000	-1.5634114380
904.8625000751	1.1979672216	-2.8153477131	0.0000000000	-1.5504322475
904.8643334085	1.2570220642	-2.7562953719	0.0000000000	-1.5375608081
904.8661667418	1.3162063267	-2.6971113661	0.0000000000	-1.5247962254
904.8680000751	1.3755171358	-2.6377985227	0.0000000000	-1.5121376121
904.8698334085	1.4349516231	-2.5783596752	0.0000000000	-1.4995840887
904.8716667418	1.4945069253	-2.5187976628	0.0000000000	-1.4871347825
904.8735000751	1.5541801849	-2.4591153308	0.0000000000	-1.4747888285
904.8753334085	1.6139685497	-2.3993155300	0.0000000000	-1.4625453687
904.8771667418	1.6738691731	-2.3394011170	0.0000000000	-1.4504035520
904.8790000751	1.7338792140	-2.2793749539	0.0000000000	-1.4383625348
904.8808334085	1.7939958365	-2.2192399080	0.0000000000	-1.4264214802
904.8826667418	1.8542162091	-2.1589988519	0.0000000000	-1.4145795583
904.8845000751	1.9145375049	-2.0986546633	0.0000000000	-1.4028359461
904.8863334085	1.9749569001	-2.0382102246	0.0000000000	-1.3911898275
904.8881667418	2.0354715742	-1.9776684234	0.0000000000	-1.3796403931
904.8900000751	2.0960787083	-1.9170321515	0.0000000000	-1.3681868403
904.8918334085	2.1567754849	-1.8563043054	0.0000000000	-1.3568283730
904.8936667418	2.2175590867	-1.7954877862	0.0000000000	-1.3455642018
904.8955000751	2.2784266956	-1.7345854988	0.0000000000	-1.3343935441
904.8973334085	2.3393754919	-1.6736003525	0.0000000000	-1.3233156233
904.8991667418	2.4004026532	-1.6125352605	0.0000000000	-1.3123296696
904.9010000751	2.4615053533	-1.5513931399	0.0000000000	-1.3014349196
904.9028334085	2.5226807617	-1.4901769112	0.0000000000	-1.2906306160
904.9046667418	2.5839260421	-1.4288894987	0.0000000000	-1.2799160080
904.9065000751	2.6452383522	-1.3675338300	0.0000000000	-1.2692903510
904.9083334085	2.7066148425	-1.3061128360	0.0000000000	-1.2587529065
904.9101667418	2.7680526557	-1.2446294507	0.0000000000	-1.2483029421
904.9120000751	2.8295489262	-1.1830866110	0.0000000000	-1.2379397317
904.9138334085	2.8911007797	-1.1214872569	0.0000000000	-1.2276625550
904.9156667418	2.9527053327	-1.0598343308	0.0000000000	-1.2174706977
904.9175000751	3.0143596925	-0.9981307777	0.0000000000	-1.2073634516
904.9193334085	3.0760609565	-0.9363795453	0.0000000000	-1.1973401142
904.9211667418	3.1378062131	-0.8745835833	0.0000000000	-1.1873999890
904.9230000751	3.1995925412	-0.8127458435	0.0000000000	-1.1775423851
904.9248334085	3.2614170107	-0.7508692799	0.0000000000	-1.1677666175
904.9266667418	3.3232766830	-0.6889568483	0.0000000000	-1.1580720066
904.9285000751	3.3851686114	-0.6270115061	0.0000000000	-1.1484578789
904.9303334085	3.4470898417	-0.5650362124	0.0000000000	-1.1389235662
904.9321667418	3.5090374131	-0.5030339276	0.0000000000	-1.1294684057
904.9340000751	3.5710083590	-0.4410076136	0.0000000000	-1.1200917405
904.9358334085	3.6329997081	-0.3789602332	0.0000000000	-1.1107929189
904.9376667418	3.6950084848	-0.3168947504	0.0000000000	-1.1015712946
904.9395000751	3.7570317111	-0.2548141299	0.0000000000	-1.0924262267
904.9413334085	3.8190664071	-0.1927213373	0.0000000000	-1.0833570797
904.9431667418	3.8811095924	-0.1306193386	0.0000000000	-1.0743632233
904.9450000751	3.9431582870	-0.0685111004	0.0000000000	-1.0654440325
904.9468334085	4.0052095127	-0.0063995896	0.0000000000	-1.0565988873
904.9486667418	4.0672602942	0.0557122270	0.0000000000	-1.0478271732
904.9505000751	4.1293076600	0.1178213823	0.0000000000	-1.0391282803
904.9523334085	4.1913486433	0.1799249094	0.0000000000	-1.0305016043
904.9541667418	4.2533802836	0.2420198417	0.0000000000	-1.0219465456
904.9560000751	4.3153996267	0.3041032130	0.0000000000	-1.0134625096
904.9578334085	4.3774037262	0.3661720577	0.0000000000	-1.0050489067
904.9596667418	4.4393896439	0.4282234109	0.0000000000	-0.9967051522
904.9615000751	4.5013544501	0.4902543084	0.0000000000	-0.9884306662
904.9633334085	4.5632952247	0.5522617871	0.0000000000	-0.9802248736
904.9651667418	4.6252090569	0.6142428849	0.0000000000	-0.9720872042
904.9670000751	4.6870930457	0.6761946412	0.0000000000	-0.9640170925
904.9688334085	4.7489442999	0.7381140966	0.0000000000	-0.9560139775
904.9706667418	4.8107599381	0.7999982932	0.0000000000	-0.9480773031
904.9725000751	4.8725370882	0.8618442749	0.0000000000	-0.9402065176
904.9743334085	4.9342728876	0.9236490874	0.0000000000	-0.9324010742
904.9761667418	4.9959644823	0.9854097784	0.0000000000	-0.9246604303
904.9780000751	5.0576090263	1.0471233977	0.0000000000	-0.9169840480
904.9798334085	5.1192036814	1.1087869973	0.0000000000	-0.9093713938
904.9816667418	5.1807456161	1.1703976316	0.0000000000	-0.9018219386
904.9835000751	5.2422320046	1.2319523575	0.0000000000	-0.8943351578
904.9853334085	5.3036600262	1.2934482346	0.0000000000	-0.8869105310
904.9871667418	5.3650268643	1.3548823254	0.0000000000	-0.8795475423
904.9890000751	5.4263297053	1.4162516953	0.0000000000	-0.8722456800
904.9908334085	5.4875657375	1.4775534126	0.0000000000	-0.8650044365
904.9926667418	5.5487321503	1.5387845492	0.0000000000	-0.8578233087
904.9945000751	5.6098261328	1.5999421800	0.0000000000	-0.8507017974
904.9963334085	5.6708448733	1.6610233837	0.0000000000	-0.8436394078
904.9981667418	5.7317855581	1.7220252424	0.0000000000	-0.8366356490
905.0000000751	5.7926453703	1.7829448423	0.0000000000	-0.8296900343
905.0018334085	5.8534214894	1.8437792732	0.0000000000	-0.8228020809
905.0036667418	5.9141110907	1.9045256291	0.0000000000	-0.8159713103
905.0055000751	5.9747113440	1.9651810084	0.0000000000	-0.8091972476
905.0073334085	6.0352194136	2.0257425135	0.0000000000	-0.8024794220
905.0091667418	6.0956324578	2.0862072516	0.0000000000	-0.7958173668
905.0110000751	6.1559476285	2.1465723343	0.0000000000	-0.7892106189
905.0128334085	6.2161620710	2.2068348780	0.0000000000	-0.7826587192
905.0146667418	6.2762729242	2.2669920041	0.0000000000	-0.7761612123
905.0165000751	6.3362773206	2.3270408389	0.0000000000	-0.7697176466
905.0183334085	6.3961723864	2.3869785140	0.0000000000	-0.7633275744
905.0201667418	6.4559552422	2.4468021663	0.0000000000	-0.7569905515
905.0220000751	6.5156230031	2.5065089380	0.0000000000	-0.7507061376
905.0238334085	6.5751727799	2.5660959771	0.0000000000	-0.7444738959
905.0256667418	6.6346016793	2.6255604371	0.0000000000	-0.7382933932
905.0275000751	6.6939068052	2.6848994775	0.0000000000	-0.7321642001
905.0293334085	6.7530852594	2.7441102638	0.0000000000	-0.7260858906
905.0311667418	6.8121341428	2.8031899675	0.0000000000	-0.7200580422
905.0330000751	6.8710505564	2.8621357665	0.0000000000	-0.7140802360
905.0348334085	6.9298316028	2.9209448450	0.0000000000	-0.7081520567
905.0366667418	6.9884743869	2.9796143937	0.0000000000	-0.7022730921
905.0385000751	7.0469760177	3.0381416102	0.0000000000	-0.6964429337
905.0403334085	7.1053336093	3.0965236986	0.0000000000	-0.6906611764
905.0421667418	7.1635442819	3.1547578701	0.0000000000	-0.6849274183
905.0440000751	7.2216051638	3.2128413430	0.0000000000	-0.6792412609
905.0458334085	7.2795133917	3.2707713426	0.0000000000	-0.6736023091
905.0476667418	7.3372661125	3.3285451017	0.0000000000	-0.6680101710
905.0495000751	7.3948604842	3.3861598606	0.0000000000	-0.6624644579
905.0513334085	7.4522936768	3.4436128670	0.0000000000	-0.6569647844
905.0531667418	7.5095628731	3.5009013766	0.0000000000	-0.6515107684
905.0550000751	7.5666652699	3.5580226526	0.0000000000	-0.6461020307
905.0568334085	7.6235980785	3.6149739666	0.0000000000	-0.6407381954
905.0586667418	7.6803585250	3.6717525979	0.0000000000	-0.6354188899
905.0605000751	7.7369438513	3.7283558345	0.0000000000	-0.6301437444
905.0623334085	7.7933513149	3.7847809723	0.0000000000	-0.6249123923
905.0641667418	7.8495781893	3.8410253161	0.0000000000	-0.6197244700
905.0660000751	7.9056217643	3.8970861791	0.0000000000	-0.6145796170
905.0678334085	7.9614793455	3.9529608834	0.0000000000	-0.6094774758
905.0696667418	8.0171482544	4.0086467599	0.0000000000	-0.6044176918
905.0715000751	8.0726258279	4.0641411486	0.0000000000	-0.5993999132
905.0733334085	8.1279094180	4.1194413986	0.0000000000	-0.5944237914
905.0751667418	8.1829963915	4.1745448682	0.0000000000	-0.5894889806
905.0770000751	8.2378841287	4.2294489253	0.0000000000	-0.5845951378
905.0788334085	8.2925700236	4.2841509471	0.0000000000	-0.5797419230
905.0806667418	8.3470514824	4.3386483206	0.0000000000	-0.5749289987
905.0825000751	8.4013259231	4.3929384426	0.0000000000	-0.5701560305
905.0843334085	8.4553907746	4.4470187196	0.0000000000	-0.5654226868
905.0861667418	8.5092434757	4.5008865683	0.0000000000	-0.5607286385
905.0880000751	8.5628814744	4.5545394156	0.0000000000	-0.5560735594
905.0898334085	8.6163022269	4.6079746984	0.0000000000	-0.5514571261
905.0916667418	8.6695031970	4.6611898643	0.0000000000	-0.5468790176
905.0935000751	8.7224818550	4.7141823713	0.0000000000	-0.5423389159
905.0953334085	8.7752356773	4.7669496879	0.0000000000	-0.5378365054
905.0971667418	8.8277621455	4.8194892935	0.0000000000	-0.5333714731
905.0990000751	8.8800587461	4.8717986784	0.0000000000	-0.5289435089
905.1008334085	8.9321229695	4.9238753439	0.0000000000	-0.5245523049
905.1026667418	8.9839523104	4.9757168022	0.0000000000	-0.5201975559
905.1045000752	9.0355442670	5.0273205771	0.0000000000	-0.5158789594
905.1063334085	9.0868963410	5.0786842034	0.0000000000	-0.5115962152
905.1081667418	9.1380060377	5.1298052276	0.0000000000	-0.5073490256
905.1100000752	9.1888708658	5.1806812077	0.0000000000	-0.5031370955
905.1118334085	9.2394883383	5.2313097134	0.0000000000	-0.4989601322
905.1136667418	9.2898559722	5.2816883263	0.0000000000	-0.4948178454
905.1155000752	9.3399712894	5.3318146398	0.0000000000	-0.4907099471
905.1173334085	9.3898318172	5.3816862595	0.0000000000	-0.4866361520
905.1191667418	9.4394350893	5.4313008031	0.0000000000	-0.4825961769
905.1210000752	9.4887786461	5.4806559005	0.0000000000	-0.4785897410
905.1228334085	9.5378600362	5.5297491941	0.0000000000	-0.4746165658
905.1246667418	9.5866768173	5.5785783388	0.0000000000	-0.4706763754
905.1265000752	9.6352265571	5.6271410021	0.0000000000	-0.4667688957
905.1283334085	9.6835068348	5.6754348643	0.0000000000	-0.4628938554
905.1301667418	9.7315152420	5.7234576183	0.0000000000	-0.4590509850
905.1320000752	9.7792493840	5.7712069702	0.0000000000	-0.4552400175
905.1338334085	9.8267068814	5.8186806391	0.0000000000	-0.4514606880
905.1356667418	9.8738853709	5.8658763572	0.0000000000	-0.4477127339
905.1375000752	9.9207825067	5.9127918700	0.0000000000	-0.4439958947
905.1393334085	9.9673959619	5.9594249365	0.0000000000	-0.4403099122
905.1411667418	10.0137234294	6.0057733290	0.0000000000	-0.4366545300
905.1430000752	10.0597626228	6.0518348336	0.0000000000	-0.4330294943
905.1448334085	10.1055112780	6.0976072499	0.0000000000	-0.4294345530
905.1466667418	10.1509671535	6.1430883915	0.0000000000	-0.4258694563
905.1485000752	10.1961280316	6.1882760858	0.0000000000	-0.4223339566
905.1503334085	10.2409917189	6.2331681742	0.0000000000	-0.4188278079
905.1521667418	10.2855560469	6.2777625123	0.0000000000	-0.4153507668
905.1540000752	10.3298188723	6.3220569698	0.0000000000	-0.4119025914
905.1558334085	10.3737780777	6.3660494310	0.0000000000	-0.4084830423
905.1576667418	10.4174315714	6.4097377943	0.0000000000	-0.4050918817
905.1595000752	10.4607772874	6.4531199727	0.0000000000	-0.4017288740
905.1613334085	10.5038131856	6.4961938941	0.0000000000	-0.3983937855
905.1631667418	10.5465372514	6.5389575007	0.0000000000	-0.3950863843
905.1650000752	10.5889474951	6.5814087499	0.0000000000	-0.3918064406
905.1668334085	10.6310419519	6.6235456137	0.0000000000	-0.3885537265
905.1686667418	10.6728186807	6.6653660795	0.0000000000	-0.3853280159
905.1705000752	10.7142757640	6.7068681494	0.0000000000	-0.3821290846
905.1723334085	10.7554113065	6.7480498409	0.0000000000	-0.3789567104
905.1741667418	10.7962234348	6.7889091869	0.0000000000	-0.3758106727
905.1760000752	10.8367102959	6.8294442356	0.0000000000	-0.3726907528
905.1778334085	10.8768700567	6.8696530506	0.0000000000	-0.3695967341
905.1796667418	10.9167009025	6.9095337113	0.0000000000	-0.3665284014
905.1815000752	10.9562010363	6.9490843126	0.0000000000	-0.3634855415
905.1833334085	10.9953686777	6.9883029652	0.0000000000	-0.3604679430
905.1851667418	11.0342020615	7.0271877956	0.0000000000	-0.3574753960
905.1870000752	11.0726994374	7.0657369465	0.0000000000	-0.3545076927
905.1888334085	11.1108590681	7.1039485763	0.0000000000	-0.3515646268
905.1906667418	11.1486792292	7.1418208598	0.0000000000	-0.3486459938
905.1925000752	11.1861582081	7.1793519879	0.0000000000	-0.3457515908
905.1943334085	11.2232943030	7.2165401676	0.0000000000	-0.3428812166
905.1961667418	11.2600858226	7.2533836226	0.0000000000	-0.3400346719
905.1980000752	11.2965310853	7.2898805930	0.0000000000	-0.3372117587
905.1998334085	11.3326284190	7.3260293353	0.0000000000	-0.3344122808
905.2016667418	11.3683761606	7.3618281227	0.0000000000	-0.3316360438
905.2035000752	11.4037726558	7.3972752452	0.0000000000	-0.3288828547
905.2053334085	11.4388162593	7.4323690095	0.0000000000	-0.3261525220
905.2071667418	11.4735053345	7.4671077393	0.0000000000	-0.3234448562
905.2090000752	11.5078382542	7.5014897750	0.0000000000	-0.3207596690
905.2108334085	11.5418134004	7.5355134744	0.0000000000	-0.3180967738
905.2126667418	11.5754291650	7.5691772121	0.0000000000	-0.3154559855
905.2145000752	11.6086839505	7.6024793801	0.0000000000	-0.3128371206
905.2163334085	11.6415761703	7.6354183876	0.0000000000	-0.3102399971
905.2181667418	11.6741042499	7.6679926611	0.0000000000	-0.3076644345
905.2200000752	11.7062666274	7.7002006446	0.0000000000	-0.3051102538
905.2218334085	11.7380617545	7.7320407996	0.0000000000	-0.3025772775
905.2236667418	11.7694880976	7.7635116051	0.0000000000	-0.3000653295
905.2255000752	11.8005441387	7.7946115577	0.0000000000	-0.2975742354
905.2273334085	11.8312283765	7.8253391719	0.0000000000	-0.2951038219
905.2291667418	11.8615393273	7.8556929799	0.0000000000	-0.2926539174
905.2310000752	11.8914755263	7.8856715317	0.0000000000	-0.2902243516
905.2328334085	11.9210355284	7.9152733953	0.0000000000	-0.2878149557
905.2346667418	11.9502179093	7.9444971565	0.0000000000	-0.2854255622
905.2365000752	11.9790212664	7.9733414195	0.0000000000	-0.2830560050
905.2383334085	12.0074442198	8.0018048064	0.0000000000	-0.2807061195
905.2401667418	12.0354854129	8.0298859575	0.0000000000	-0.2783757424
905.2420000752	12.0631435132	8.0575835314	0.0000000000	-0.2760647118
905.2438334085	12.0904172129	8.0848962051	0.0000000000	-0.2737728669
905.2456667418	12.1173052293	8.1118226739	0.0000000000	-0.2715000485
905.2475000752	12.1438063054	8.1383616514	0.0000000000	-0.2692460988
905.2493334085	12.1699192101	8.1645118701	0.0000000000	-0.2670108609
905.2511667418	12.1956427379	8.1902720806	0.0000000000	-0.2647941796
905.2530000752	12.2209757096	8.2156410526	0.0000000000	-0.2625959009
905.2548334085	12.2459169715	8.2406175741	0.0000000000	-0.2604158719
905.2566667418	12.2704653957	8.2652004520	0.0000000000	-0.2582539412
905.2585000752	12.2946198792	8.2893885121	0.0000000000	-0.2561099585
905.2603334085	12.3183793438	8.3131805990	0.0000000000	-0.2539837748
905.2621667418	12.3417427353	8.3365755760	0.0000000000	-0.2518752423
905.2640000752	12.3647090227	8.3595723257	0.0000000000	-0.2497842145
905.2658334085	12.3872771976	8.3821697496	0.0000000000	-0.2477105461
905.2676667418	12.4094462731	8.4043667681	0.0000000000	-0.2456540930
905.2695000752	12.4312152830	8.4261623210	0.0000000000	-0.2436147121
905.2713334085	12.4525832808	8.4475553671	0.0000000000	-0.2415922620
905.2731667418	12.4735493385	8.4685448846	0.0000000000	-0.2395866018
905.2750000752	12.4941125456	8.4891298707	0.0000000000	-0.2375975923
905.2768334085	12.5142720081	8.5093093421	0.0000000000	-0.2356250953
905.2786667418	12.5340268474	8.5290823349	0.0000000000	-0.2336689736
905.2805000752	12.5533761993	8.5484479046	0.0000000000	-0.2317290914
905.2823334085	12.5723192128	8.5674051261	0.0000000000	-0.2298053137
905.2841667418	12.5908550494	8.5859530938	0.0000000000	-0.2278975069
905.2860000752	12.6089828823	8.6040909218	0.0000000000	-0.2260055384
905.2878334085	12.6267018955	8.6218177435	0.0000000000	-0.2241292768
905.2896667418	12.6440112828	8.6391327123	0.0000000000	-0.2222685915
905.2915000752	12.6609102478	8.6560350010	0.0000000000	-0.2204233534
905.2933334085	12.6773980032	8.6725238021	0.0000000000	-0.2185934341
905.2951667418	12.6934737703	8.6885983282	0.0000000000	-0.2167787066
905.2970000752	12.7091367792	8.7042578112	0.0000000000	-0.2149790446
905.2988334085	12.7243862681	8.7195015032	0.0000000000	-0.2131943231
905.3006667418	12.7392214840	8.7343286759	0.0000000000	-0.2114244181
